token_id,fold
1567985_9_6,7
1567985_9_7,8
1567985_9_8,4
1567985_9_12,6
1567985_9_13,3
1567985_9_14,9
1567985_9_16,7
1567985_9_22,3
1567985_9_24,7
1567985_9_31,3
1567985_9_32,3
1567985_10_1,2
1567985_10_3,9
1567985_10_4,6
1567985_10_6,3
1567985_10_7,6
1567985_10_9,8
1567985_10_10,0
1567985_10_12,9
1567985_10_13,7
1567985_10_14,5
1567985_11_4,7
1567985_11_6,3
1567985_11_8,3
1567985_11_10,8
1567985_11_12,2
1567985_12_1,7
1567985_12_3,9
1567985_12_5,4
1567985_12_8,8
1567985_12_13,7
1567985_12_18,6
1567985_12_20,9
1567985_13_4,0
1567985_13_5,5
1567985_13_8,0
1567985_13_9,1
1567985_13_10,4
1567985_13_14,1
1567985_13_17,1
1567985_14_4,1
1567985_14_6,3
1567985_14_8,9
1567985_14_9,1
1567985_14_11,9
1567985_14_13,6
1567985_14_14,5
1567985_14_16,9
1567985_14_20,9
1567985_15_1,5
1567985_15_2,1
1567985_15_3,7
1567985_15_6,1
1567985_15_7,8
1567985_15_10,5
1567985_16_1,7
1567985_16_2,9
1567985_16_3,5
1567985_16_5,0
1567985_16_7,6
1567985_16_8,2
1567985_17_2,6
1567985_17_4,5
1567985_17_6,9
1567985_17_7,1
1567985_17_12,8
1567985_17_13,6
1567985_17_15,3
1567985_17_17,7
157344_1_1,9
157344_1_3,8
157344_1_4,2
157344_1_5,4
157344_1_7,1
157344_1_11,8
157344_1_12,5
157344_1_18,8
157344_1_19,7
157344_2_2,5
157344_2_6,9
157344_2_8,7
157344_2_9,0
157344_2_10,5
157344_2_11,7
157344_2_14,4
157344_2_17,4
157344_2_20,3
157344_2_22,6
157344_2_23,2
157344_2_24,6
157344_2_27,1
157344_2_32,1
157344_2_33,9
157344_2_34,4
157344_2_37,5
157344_2_38,8
157344_2_42,2
157344_2_45,7
157344_2_47,6
157344_3_4,4
157344_3_6,7
157344_3_9,1
157344_3_11,7
157344_3_12,5
157344_3_14,8
157344_3_15,0
157344_3_24,0
157344_3_28,8
157344_3_29,8
157344_3_30,6
157344_3_33,7
157344_3_38,2
157344_4_4,4
157344_4_5,7
157344_4_8,1
157344_4_11,2
157344_4_13,6
157344_4_15,6
157344_4_19,9
157344_4_21,6
157344_4_23,7
157344_4_24,9
157344_4_27,8
157344_4_30,6
157344_4_35,1
157344_4_37,1
157344_4_39,3
157344_4_41,1
157344_4_42,5
157344_4_44,4
157344_5_1,6
157344_5_3,2
157344_5_4,7
157344_5_6,6
157344_5_10,8
157344_5_12,2
157344_5_13,0
157344_5_15,9
157344_5_16,4
157344_5_19,8
157344_5_21,2
157344_6_1,1
157344_6_3,9
157344_6_4,9
157344_6_5,6
157344_6_8,7
157344_6_10,9
157344_6_13,3
157344_6_18,5
157344_6_20,5
157344_6_22,5
157344_6_25,4
157344_6_27,0
157344_6_29,3
157344_6_32,6
157344_6_36,3
157344_6_40,3
157344_6_41,7
157344_7_1,9
157344_7_2,2
157344_7_5,3
157344_7_7,6
157344_7_9,4
157344_7_12,5
157344_7_15,1
157344_7_16,9
157344_7_17,3
157344_7_21,4
157344_7_25,3
157344_7_27,3
157344_7_29,5
157344_7_30,6
157344_7_32,5
157344_7_37,8
157344_7_38,4
157344_8_5,2
157344_8_6,8
157344_8_8,0
157344_8_10,3
157344_8_14,7
157344_8_15,5
157344_9_1,3
157344_9_5,1
157344_9_6,5
157344_9_7,3
157344_9_11,7
157344_10_4,8
157344_10_5,0
157344_10_6,9
157344_10_12,5
157344_10_16,2
157344_10_18,0
157344_10_20,4
157344_10_22,3
157344_10_25,5
157344_10_31,5
157344_10_32,4
157344_11_3,5
157344_11_6,8
157344_11_17,1
157344_12_1,3
157344_12_6,7
157344_12_8,3
157344_12_9,9
157344_12_11,2
157344_12_14,5
157344_12_15,0
157344_12_17,3
157344_12_19,1
1630975_1_3,4
1630975_1_8,2
1630975_1_9,9
1630975_1_14,7
1630975_1_15,4
1630975_1_18,8
1630975_2_2,5
1630975_2_10,3
1630975_2_11,6
1630975_2_12,4
1630975_2_15,8
1630975_2_20,1
1630975_2_22,0
1630975_2_27,8
1630975_2_30,3
1630975_2_33,6
1630975_2_36,4
1630975_2_41,1
1630975_2_44,4
1630975_2_46,8
1630975_2_47,0
1630975_2_48,6
1630975_2_50,5
1630975_2_51,4
1630975_2_53,0
1630975_2_54,6
1630975_3_3,8
1630975_3_4,3
1630975_3_6,1
1630975_3_8,7
1630975_3_10,4
1630975_3_11,5
1630975_3_14,1
1630975_3_15,2
1630975_3_16,7
1630975_3_18,4
1630975_3_19,8
1630975_3_21,6
1630975_3_22,0
1630975_4_2,2
1630975_4_3,9
1630975_4_4,5
1630975_4_7,5
1630975_4_8,0
1630975_4_10,2
1630975_4_11,1
1630975_4_14,6
1630975_4_16,0
1630975_4_17,8
1630975_4_18,8
1630975_4_20,1
1630975_4_22,5
1630975_4_25,4
1630975_5_3,1
1630975_5_5,0
1630975_5_6,6
1630975_5_7,3
1630975_5_9,2
1630975_5_10,6
1630975_6_5,0
1630975_6_7,0
1630975_7_4,8
1630975_7_5,2
1630975_7_8,9
1630975_7_10,8
1630975_7_12,7
1630975_8_1,7
1630975_8_2,3
1630975_8_3,8
1630975_8_6,8
1630975_8_11,7
1630975_8_12,1
1630975_8_15,9
1630975_8_16,0
1630975_8_19,3
1630975_8_20,5
1630975_8_25,5
1630975_9_6,2
1630975_9_8,4
1630975_9_9,5
1630975_9_12,5
1630975_9_14,7
1630975_9_15,8
1630975_9_21,6
1630975_9_24,8
1630975_9_26,5
1630975_9_31,7
1630975_9_34,6
1630975_10_3,5
1630975_10_5,7
1630975_10_8,6
1630975_10_11,3
1630975_11_3,6
1630975_11_5,1
1630975_11_6,5
1630975_11_9,9
1630975_11_10,7
1630975_11_15,9
1630975_11_17,1
1630975_11_19,7
1630975_11_25,1
1630975_11_27,0
1630975_11_28,0
1630975_11_30,3
1630975_11_31,0
1630975_11_33,1
1630975_12_2,2
1630975_12_4,9
1630975_12_7,4
1630975_12_9,1
1630975_12_11,3
1630975_13_3,2
1630975_13_4,3
1630975_13_5,6
1630975_13_8,8
1630975_13_9,8
1630975_13_11,4
1630975_13_14,0
1630975_13_15,7
1630975_13_17,5
1630975_13_18,1
1630975_14_4,8
1630975_14_6,3
1630975_14_8,4
1630975_14_11,9
1630975_14_12,3
1630975_14_15,5
1630975_15_1,2
1630975_15_3,0
1630975_15_6,9
1630975_15_8,8
1630975_15_11,2
1630975_15_13,6
1630975_15_16,9
1630975_15_19,4
1726678_1_2,0
1726678_1_5,6
1726678_1_7,8
1726678_1_8,3
1726678_1_9,8
1726678_1_10,7
1726678_1_14,2
1726678_2_2,3
1726678_2_4,3
1726678_2_5,7
1726678_2_6,5
1726678_2_8,2
1726678_2_13,0
1726678_3_2,9
1726678_3_5,0
1726678_3_6,5
1726678_3_9,5
1726678_3_12,4
1726678_3_14,8
1726678_3_15,3
1726678_3_19,4
1726678_3_22,5
1726678_3_24,7
1726678_3_26,6
1726678_3_27,1
1726678_3_29,2
1726678_3_31,0
1726678_3_33,9
1726678_4_4,3
1726678_4_6,4
1726678_4_8,3
1726678_4_10,0
1726678_4_11,6
1726678_4_12,7
1726678_4_13,9
1726678_4_14,2
1726678_4_17,3
1726678_4_19,7
1726678_4_21,8
1726678_5_2,1
1726678_5_7,2
1726678_5_9,8
1726678_5_11,6
1726678_5_13,6
1726678_5_14,0
1726678_5_17,5
1726678_5_18,9
1726678_6_2,4
1726678_6_6,2
1726678_6_10,4
1726678_6_12,8
1726678_6_14,6
1726678_6_17,2
1726678_6_20,8
1726678_6_21,7
1726678_6_25,8
1726678_6_26,5
1726678_6_29,4
1726678_6_32,4
1726678_6_33,9
1726678_6_36,9
1726678_6_38,9
1726678_6_40,8
1726678_7_1,3
1726678_7_3,6
1726678_7_7,8
1726678_7_8,4
1726678_7_10,8
1726678_7_11,7
1726678_7_12,8
1726678_7_13,8
1726678_7_15,9
1726678_7_16,5
1726678_7_19,8
1726678_7_22,4
1726678_7_25,4
1726678_8_1,2
1726678_8_2,2
1726678_8_3,2
1726678_8_5,8
1726678_8_6,8
1726678_8_7,3
1726678_8_11,3
1726678_8_13,7
1726678_8_15,8
1726678_9_5,1
1726678_9_8,8
1726678_9_9,7
1726678_9_13,1
1726678_9_15,7
1726678_9_17,8
1726678_9_20,2
1726678_9_22,7
1726678_9_23,7
1726678_9_25,4
1726678_9_27,4
1726678_9_29,8
1726678_9_31,5
1726678_10_2,1
1726678_10_4,8
1726678_10_12,1
1726678_10_14,9
1726678_10_22,0
1726678_10_25,8
1726678_11_3,4
1726678_11_5,3
1726678_11_6,9
1726678_11_8,1
1726678_11_9,3
1726678_11_13,2
1726678_11_16,9
1726678_11_18,4
1726678_11_19,5
1726678_11_22,7
1726678_12_2,9
1726678_12_7,1
1726678_12_9,6
1726678_12_10,2
1726678_12_11,6
1726678_12_13,7
1726678_12_15,1
1726678_12_18,2
1726678_12_21,1
1726678_13_3,4
1726678_13_6,3
1726678_13_9,6
1726678_13_11,7
1726678_13_12,5
1726678_13_14,0
1726678_13_16,5
1726678_13_19,3
1726678_13_21,5
1726678_13_22,8
1726678_13_24,6
1726678_13_28,9
1885950_1_4,2
1885950_1_5,7
1885950_2_1,7
1885950_2_3,2
1885950_2_5,1
1885950_2_8,4
1885950_2_11,7
1885950_3_5,9
1885950_3_6,3
1885950_3_10,2
1885950_3_11,3
1885950_3_13,0
1885950_3_15,8
1885950_3_17,9
1885950_3_18,8
1885950_3_19,0
1885950_3_22,5
1885950_3_24,4
1885950_3_26,6
1885950_3_28,8
1885950_3_29,1
1885950_3_31,4
1885950_3_34,7
1885950_3_36,6
1885950_3_37,5
1885950_4_2,9
1885950_4_3,3
1885950_4_4,2
1885950_4_5,7
1885950_4_6,2
1885950_4_9,4
1885950_4_11,7
1885950_4_12,2
1885950_4_17,6
1885950_4_19,7
1885950_4_20,3
1885950_4_23,3
1885950_4_24,9
1885950_4_26,8
1885950_5_4,1
1885950_5_7,9
1885950_5_8,7
1885950_5_9,4
1885950_5_11,9
1885950_5_12,4
1885950_5_14,5
1885950_5_16,6
1885950_6_3,8
1885950_6_5,5
1885950_6_6,5
1885950_6_10,0
1885950_6_12,9
1885950_6_14,8
1885950_6_16,6
1885950_6_18,0
1885950_7_5,4
1885950_7_6,6
1885950_7_7,3
1885950_7_9,6
1885950_7_11,8
1885950_7_13,1
1885950_7_14,3
1885950_7_16,8
1885950_7_17,7
1885950_7_18,9
1885950_8_3,2
1885950_8_5,1
1885950_8_6,5
1885950_8_9,2
1885950_8_12,6
1885950_8_13,7
1885950_8_15,0
1885950_8_16,7
1885950_8_18,8
1885950_9_2,5
1885950_9_7,3
1885950_9_8,0
1885950_9_13,5
1885950_9_16,3
1885950_9_18,5
1885950_10_6,0
1885950_10_7,1
1885950_10_9,4
1885950_10_14,4
1885950_10_15,6
1885950_10_18,6
1885950_10_20,4
1885950_10_24,0
1885950_11_3,4
1885950_11_4,2
1885950_11_6,9
1885950_11_11,2
1885950_11_13,2
1885950_11_15,2
1885950_12_3,6
1885950_12_5,3
1885950_12_7,9
1885950_13_1,6
1885950_13_3,9
1885950_13_4,1
1885950_13_5,7
1885950_13_6,7
1885950_13_8,0
1885950_13_10,0
1885950_13_12,8
1885950_14_2,4
1885950_14_3,5
1885950_14_5,5
1885950_14_7,6
1885950_14_8,9
1885950_14_9,9
1885950_14_13,8
1885950_14_14,8
1885950_14_15,4
1885950_14_17,1
1885950_14_19,5
1885950_14_21,0
1885950_15_4,0
1885950_15_5,0
1885950_15_6,7
1885950_15_10,1
1885950_15_12,4
1885950_15_13,7
1885950_15_16,3
1885950_15_18,2
1885950_15_19,0
1885950_15_22,7
1885950_15_25,1
1885950_15_26,1
1885950_15_27,2
1885950_15_28,4
1885950_15_29,1
1885950_15_31,5
1885950_16_4,1
1885950_16_6,0
1885950_16_12,1
1885950_16_17,9
1885950_16_19,9
1885950_16_20,6
1885950_16_23,7
1885950_16_24,4
1885950_16_27,8
1885950_16_30,8
1885950_17_2,6
1885950_17_3,0
1885950_17_4,5
1885950_17_6,7
1885950_17_7,4
1885950_18_4,3
1885950_18_5,0
1885950_18_10,7
1885950_18_12,2
1885950_18_14,4
1885950_18_16,3
1885950_18_20,9
1885950_18_21,6
1885950_18_22,1
1885950_18_23,4
1885950_18_24,8
1885950_18_25,0
1885950_18_28,2
1885950_18_29,8
1950275_1_1,2
1950275_1_3,8
1950275_1_6,7
1950275_1_7,4
1950275_1_10,0
1950275_1_13,1
1950275_1_16,7
1950275_1_18,9
1950275_1_19,1
1950275_1_21,0
1950275_1_22,5
1950275_1_25,9
1950275_1_29,3
1950275_1_30,4
1950275_1_32,7
1950275_1_34,3
1950275_1_36,7
1950275_1_38,4
1950275_2_1,1
1950275_2_2,9
1950275_2_5,6
1950275_2_7,5
1950275_2_8,8
1950275_2_9,7
1950275_2_11,0
1950275_2_14,1
1950275_2_15,4
1950275_2_18,9
1950275_2_20,1
1950275_2_25,8
1950275_2_26,4
1950275_2_28,3
1950275_2_30,2
1950275_3_5,6
1950275_3_6,4
1950275_3_9,0
1950275_3_14,2
1950275_3_15,5
1950275_3_17,9
1950275_3_18,3
1950275_4_4,2
1950275_4_5,9
1950275_4_7,0
1950275_4_10,5
1950275_4_12,2
1950275_4_14,4
1950275_5_2,3
1950275_5_3,2
1950275_5_6,2
1950275_5_12,5
1950275_5_13,6
1950275_5_15,5
1950275_5_16,1
1950275_5_19,3
1950275_5_20,5
1950275_5_21,6
1950275_5_25,9
1950275_5_26,3
1950275_5_28,8
1950275_5_31,7
1950275_5_32,6
1950275_5_36,2
1950275_5_37,4
1950275_5_39,3
1950275_5_43,4
1950275_5_44,6
1950275_5_48,3
1950275_6_3,4
1950275_6_8,6
1950275_6_10,6
1950275_6_13,6
1950275_6_16,3
1950275_6_18,8
1950275_6_20,2
1950275_6_21,3
1950275_6_23,1
1950275_6_24,9
1950275_6_28,3
1950275_6_30,2
1950275_6_33,9
1950275_6_35,5
1950275_6_37,3
1950275_7_5,3
1950275_7_9,2
1950275_7_11,5
1950275_7_13,1
1950275_7_15,0
1950275_7_17,8
1950275_7_19,7
1950275_7_20,2
1950275_7_23,6
1950275_7_29,8
1950275_7_30,9
1950275_7_32,2
1950275_7_33,1
1950275_7_35,0
1950275_7_38,9
1950275_7_40,6
1950275_8_2,2
1950275_8_5,2
1950275_9_3,7
1950275_9_5,0
1950275_10_3,4
1950275_10_5,9
1950275_12_2,4
1950275_12_5,1
1950275_12_8,3
1950275_13_4,9
1950275_13_5,9
1950275_13_6,1
1950275_13_7,9
1950275_13_10,7
1950275_13_11,3
1950275_14_2,0
1950275_15_2,0
1950275_15_5,1
1950275_15_7,4
1950275_15_8,4
1950275_15_9,5
1950275_15_10,8
1950275_15_12,5
1950275_15_13,0
1950275_16_1,1
1950275_16_4,5
1950275_16_6,4
1950275_16_10,7
1950275_16_15,6
1950275_16_16,4
1950275_16_19,0
1950275_16_21,3
1950275_16_24,9
1950275_16_27,8
1950275_16_29,3
1950275_16_31,1
239337_1_2,8
239337_1_5,1
239337_1_8,6
239337_1_9,3
239337_1_10,9
239337_1_11,0
239337_1_12,1
239337_1_15,0
239337_1_16,8
239337_1_18,8
239337_1_19,6
239337_1_20,1
239337_1_23,4
239337_1_26,9
239337_1_29,2
239337_2_4,9
239337_2_5,6
239337_2_6,1
239337_2_8,0
239337_2_10,7
239337_2_11,1
239337_2_13,4
239337_2_16,7
239337_2_18,9
239337_2_20,9
239337_2_24,1
239337_2_28,0
239337_2_29,7
239337_2_33,3
239337_2_36,5
239337_2_38,7
239337_2_39,0
239337_2_41,6
239337_2_42,3
239337_2_44,1
239337_2_48,8
239337_2_52,5
239337_2_53,7
239337_2_55,6
239337_2_57,3
239337_2_58,1
239337_2_60,0
239337_2_64,4
239337_3_4,0
239337_3_5,3
239337_3_8,6
239337_3_12,2
239337_3_14,5
239337_3_16,5
239337_3_20,8
239337_3_22,8
239337_3_23,9
239337_3_24,8
239337_3_26,3
239337_3_27,8
239337_3_29,9
239337_3_30,5
239337_3_32,0
239337_3_34,8
239337_3_36,5
239337_3_38,5
239337_3_39,2
239337_3_41,8
239337_3_43,9
239337_4_3,0
239337_4_6,2
239337_4_7,1
239337_4_10,6
239337_4_11,4
239337_4_13,4
239337_4_16,7
239337_4_17,4
239337_4_20,3
239337_4_21,3
239337_4_24,9
239337_4_26,4
239337_4_28,3
239337_4_30,7
239337_4_32,4
239337_5_1,2
239337_5_4,5
239337_5_5,9
239337_5_6,5
239337_5_11,1
239337_5_12,6
239337_5_13,3
239337_5_16,4
239337_5_20,1
239337_5_24,0
239337_5_25,9
239337_5_26,4
239337_5_29,9
239337_5_32,9
239337_5_35,6
239337_5_38,5
239337_5_41,8
239337_5_47,2
239337_5_49,4
239337_5_50,9
239337_5_51,7
239337_6_4,4
239337_6_5,3
239337_6_6,1
239337_6_9,2
239337_6_11,1
239337_6_13,4
239337_6_15,1
239337_6_17,4
239337_6_20,6
239337_6_21,9
239337_6_23,6
239337_6_26,2
239337_6_27,3
239337_6_30,5
239337_6_31,9
239337_6_35,0
239337_6_37,2
239337_6_39,1
239337_6_41,2
239337_6_43,9
239337_6_44,6
239337_6_48,1
239337_6_51,9
239337_6_55,1
239337_6_57,2
239337_6_60,8
239337_6_64,8
239337_6_65,9
239337_6_66,8
239337_6_69,7
239337_6_70,5
239337_6_76,7
239337_6_81,7
239337_6_83,3
239337_6_85,3
239337_6_86,9
239337_6_87,9
239337_6_91,4
239337_6_92,1
239337_6_93,9
239337_6_97,9
239337_6_100,7
239337_6_102,8
239337_6_104,1
239337_6_108,8
239337_6_109,6
239337_6_114,1
239337_6_118,9
239337_6_122,9
239337_6_125,1
239337_6_126,5
239337_6_127,6
239337_6_130,7
239337_6_131,2
239337_6_134,2
239337_6_135,9
239337_6_138,6
239337_6_141,5
239337_6_143,9
239337_6_144,8
239337_6_145,1
239337_6_148,6
239337_6_149,3
239337_6_151,5
239337_6_154,5
239337_7_5,6
239337_7_7,4
239337_7_8,3
239337_7_9,1
239337_7_11,3
239337_7_13,8
239337_7_16,8
239337_7_17,5
391230_1_2,2
391230_1_3,8
391230_1_6,7
391230_1_8,2
391230_1_9,8
391230_1_10,2
391230_1_11,0
391230_1_14,6
391230_1_15,7
391230_2_1,7
391230_2_2,6
391230_2_5,7
391230_2_7,5
391230_2_9,5
391230_2_13,8
391230_2_14,1
391230_2_15,3
391230_3_2,2
391230_3_3,7
391230_3_9,4
391230_3_11,1
391230_4_3,7
391230_4_6,0
391230_4_8,6
391230_4_10,8
391230_4_14,6
391230_5_1,6
391230_5_3,2
391230_5_4,3
391230_5_7,7
391230_5_10,6
391230_5_11,0
391230_5_18,1
391230_5_19,6
391230_6_3,1
391230_6_5,9
391230_6_7,3
391230_6_9,6
391230_6_11,1
391230_6_15,9
391230_6_16,0
391230_6_18,8
391230_7_1,7
391230_7_7,6
391230_7_8,5
391230_7_10,7
391230_7_12,1
391230_7_15,2
391230_7_16,1
391230_7_17,0
391230_7_19,1
391230_7_20,1
391230_7_22,9
391230_8_2,2
391230_8_3,1
391230_8_6,2
391230_8_7,4
391230_8_9,2
391230_8_10,5
391230_9_3,0
391230_9_5,3
391230_9_6,9
391230_9_8,4
391230_9_10,0
391230_10_4,2
391230_10_9,8
391230_10_12,3
391230_11_5,8
391230_11_7,9
391230_11_10,6
391230_11_15,5
391230_11_17,5
391230_11_19,0
391230_12_5,9
391230_12_7,6
391230_12_10,4
391230_12_11,9
391230_12_15,3
391230_12_16,0
391230_12_19,2
391230_13_1,2
391230_13_5,6
391230_13_7,5
391230_13_8,8
391230_13_11,5
391230_13_14,9
391230_13_18,8
391230_13_20,4
391230_13_21,0
391230_13_26,7
391230_14_2,2
391230_14_3,9
391230_14_6,9
391230_14_7,5
391230_14_10,7
391230_14_12,0
391230_15_1,2
391230_15_2,0
391230_15_3,7
391230_15_4,8
391230_15_6,6
391230_15_9,9
391230_15_12,9
391230_15_14,0
391230_16_3,9
391230_16_7,7
391230_16_9,5
391230_16_15,2
391230_16_17,9
391230_16_19,8
391230_16_20,0
391230_17_1,0
391230_17_6,3
391230_17_8,9
391230_17_10,3
391230_17_13,4
391230_17_15,2
391230_17_17,6
391230_18_3,6
391230_18_4,1
391230_18_8,5
391230_18_10,7
391230_18_11,7
391230_18_12,5
391230_18_18,4
391230_18_20,5
391230_18_23,6
391230_19_3,7
391230_19_4,4
391230_19_6,3
391230_19_7,7
391230_19_10,2
391230_20_2,5
391230_20_4,3
391230_20_5,3
391230_20_7,4
391230_20_9,3
391230_20_11,8
391230_20_12,3
391230_21_1,2
391230_21_3,2
391230_21_4,6
391230_21_7,1
391230_21_9,5
391230_21_10,6
391230_21_11,2
391230_21_12,9
391230_21_15,5
391230_21_16,3
433177_1_3,7
433177_1_4,1
433177_1_8,9
433177_1_11,0
433177_1_12,6
433177_1_14,2
433177_1_16,3
433177_1_17,1
433177_1_18,9
433177_1_19,3
433177_1_20,4
433177_1_22,1
433177_1_23,9
433177_2_4,0
433177_2_7,1
433177_2_12,5
433177_2_13,7
433177_2_17,0
433177_2_18,8
433177_3_1,1
433177_3_6,0
433177_3_9,9
433177_3_11,8
433177_3_12,8
433177_3_13,7
433177_3_16,8
433177_3_17,2
433177_3_21,1
433177_3_23,4
433177_3_24,9
433177_3_26,5
433177_3_28,0
433177_3_31,6
433177_3_32,5
433177_3_35,3
433177_3_37,6
433177_3_38,1
433177_3_40,4
433177_3_42,6
433177_3_48,1
433177_4_2,0
433177_4_7,9
433177_4_9,9
433177_4_10,1
433177_4_12,3
433177_4_13,3
433177_4_15,8
433177_4_17,4
433177_4_19,0
433177_4_21,7
433177_4_23,2
433177_4_26,6
433177_5_1,7
433177_5_2,2
433177_5_4,3
433177_5_5,4
433177_5_6,7
433177_5_10,2
433177_5_14,7
433177_5_15,6
433177_5_20,1
433177_5_21,7
433177_5_24,9
433177_5_25,3
433177_5_27,5
433177_5_28,5
433177_5_29,3
433177_5_30,6
433177_5_36,6
433177_5_38,8
433177_5_41,4
433177_5_45,8
433177_6_4,7
433177_6_5,8
433177_6_8,7
433177_6_9,9
433177_6_10,5
433177_6_12,2
433177_7_1,0
433177_7_2,8
433177_7_4,1
433177_8_2,4
433177_8_3,7
433177_8_4,1
433177_8_6,4
433177_8_7,0
433177_9_2,7
433177_9_4,5
433177_9_6,4
433177_9_13,5
433177_9_15,5
433177_9_17,1
433177_9_20,5
433177_9_24,6
433177_9_26,2
433177_9_30,7
433177_9_33,2
433177_9_35,9
433177_10_2,2
433177_10_3,7
433177_10_5,6
433177_10_7,7
433177_10_9,0
433177_10_11,2
433177_10_15,8
433177_10_19,8
433177_10_22,6
433177_10_24,3
433177_10_25,2
433177_11_1,8
433177_11_3,6
433177_12_1,7
433177_12_3,6
433177_13_1,5
433177_13_7,2
433177_13_8,9
433177_13_10,9
433177_13_13,0
433177_13_15,9
433177_13_16,0
433177_13_17,7
433177_13_18,4
433177_13_20,1
433177_13_23,5
433177_13_24,6
433177_13_29,3
433177_13_34,7
433177_13_35,3
433177_14_4,7
433177_14_6,9
433177_14_11,2
433177_14_14,4
433177_14_18,6
433177_14_19,4
433177_14_21,6
433177_14_24,7
433177_14_26,4
433177_15_3,5
433177_15_5,7
433177_15_8,8
433177_15_10,4
433177_15_12,6
433177_15_13,6
433177_15_15,3
433177_15_17,0
433177_16_6,6
433177_16_8,6
433177_16_9,8
433177_16_12,4
433177_16_15,2
433177_16_17,8
433177_16_19,4
433177_16_22,6
433177_16_25,1
433177_16_27,4
433177_17_2,9
433177_17_4,7
433177_17_5,1
433177_17_6,0
433177_17_9,9
433177_17_10,3
433177_18_5,0
433177_18_9,7
433177_18_12,2
433177_18_13,5
433177_18_15,6
433177_18_17,5
433177_18_20,3
433177_18_21,4
433177_18_23,2
433177_18_26,4
433177_18_29,8
433177_18_32,3
433177_18_33,8
457819_1_2,5
457819_1_5,4
457819_1_7,6
457819_1_8,2
457819_1_9,5
457819_1_10,6
457819_1_13,4
457819_1_14,4
457819_2_3,1
457819_2_4,5
457819_2_8,2
457819_2_10,7
457819_3_3,7
457819_3_4,5
457819_3_6,5
457819_3_9,7
457819_3_13,9
457819_3_14,9
457819_3_20,6
457819_3_24,7
457819_4_3,7
457819_4_5,2
457819_4_6,6
457819_4_8,1
457819_4_10,9
457819_5_1,0
457819_5_6,9
457819_5_7,9
457819_5_9,5
457819_5_10,5
457819_5_16,8
457819_5_17,5
457819_5_20,9
457819_5_25,2
457819_6_2,2
457819_6_4,9
457819_6_5,8
457819_6_8,3
457819_6_9,1
457819_6_12,7
457819_6_13,1
457819_6_19,1
457819_6_20,4
457819_6_22,2
457819_6_24,4
457819_7_2,5
457819_7_4,7
457819_7_5,4
457819_7_9,6
457819_7_11,6
457819_8_3,9
457819_8_5,1
457819_8_7,9
457819_8_10,8
457819_8_13,7
457819_8_14,9
457819_8_16,6
457819_8_19,3
457819_8_27,6
457819_8_28,0
457819_9_2,5
457819_9_6,0
457819_9_9,6
457819_9_10,3
457819_9_11,2
457819_9_12,7
457819_10_2,5
457819_10_6,6
457819_10_7,1
457819_10_8,8
457819_10_9,3
457819_10_12,1
457819_10_13,9
457819_10_15,5
457819_10_18,8
457819_10_23,9
457819_10_26,4
457819_10_27,0
457819_10_28,6
457819_10_30,3
457819_11_1,1
457819_11_3,2
457819_11_5,9
457819_11_8,3
457819_11_11,8
457819_11_12,3
457819_12_2,9
457819_12_3,2
457819_12_6,9
457819_12_7,0
457819_12_13,6
457819_12_15,7
457819_12_18,4
457819_12_20,2
457819_12_22,0
457819_12_24,3
457819_13_3,6
457819_13_8,2
457819_13_10,8
457819_13_15,1
457819_13_16,0
457819_13_19,6
457819_14_2,2
457819_14_4,0
457819_14_6,3
457819_14_7,8
457819_14_8,0
457819_14_11,4
457819_15_1,7
457819_15_4,0
457819_15_5,8
457819_15_6,0
457819_15_9,6
457819_15_11,5
457819_15_16,0
457819_15_17,2
457819_15_18,6
457819_16_2,3
457819_16_4,8
457819_16_5,6
457819_16_9,2
457819_16_10,9
457819_16_12,3
457819_16_13,4
457819_16_15,9
457819_16_17,7
457819_16_19,4
457819_16_20,5
457819_17_4,5
457819_17_6,8
457819_17_7,5
457819_17_8,0
457819_17_11,4
457819_18_1,9
457819_18_2,4
457819_18_3,7
457819_18_5,2
457819_18_7,6
457819_18_8,7
457819_18_10,1
457819_18_15,5
457819_18_16,5
457819_18_18,1
457819_18_19,4
457819_18_21,7
457819_18_22,1
457819_18_24,9
457819_19_6,8
487924_1_2,4
487924_1_6,8
487924_1_7,7
487924_1_8,0
487924_1_9,7
487924_1_11,7
487924_1_13,6
487924_1_16,2
487924_1_22,3
487924_1_24,1
487924_1_25,2
487924_1_26,0
487924_1_27,8
487924_1_28,4
487924_1_30,9
487924_1_31,4
487924_2_3,7
487924_2_5,0
487924_2_6,6
487924_2_7,3
487924_2_9,7
487924_2_12,1
487924_2_13,4
487924_3_2,0
487924_3_7,1
487924_3_8,4
487924_3_11,4
487924_3_12,4
487924_3_13,7
487924_3_15,4
487924_3_16,0
487924_3_18,7
487924_3_22,8
487924_3_23,1
487924_3_28,0
487924_3_29,4
487924_3_31,3
487924_3_32,9
487924_3_33,0
487924_4_4,2
487924_4_7,1
487924_4_9,0
487924_5_2,7
487924_5_3,0
487924_5_4,2
487924_5_6,8
487924_5_7,4
487924_5_11,9
487924_5_14,0
487924_5_16,7
487924_5_20,1
487924_6_3,5
487924_6_5,0
487924_7_2,6
487924_8_3,2
487924_8_4,5
487924_8_7,8
487924_8_11,1
487924_8_15,1
487924_8_17,8
487924_8_19,4
487924_8_22,1
487924_9_2,1
487924_9_5,6
487924_9_9,0
